State,District,Crop,Season,Area_ha,Annual_Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Yield_ton_per_ha
West Bengal,Nadia,Soybean,Kharif,113.41,1760.4,25.5,7.51,73.7,0.16,6.518
Karnataka,Dharwad,Wheat,Rabi,646.93,672.9,25.3,6.99,136.7,1.05,7.51
Gujarat,Rajkot,Rice,Kharif,87.71,614.3,26.1,7.51,180.4,4.19,8.751
Haryana,Karnal,Chickpea,Rabi,74.21,519.7,26.0,7.61,175.8,5.32,3.125
Bihar,Gaya,Groundnut,Kharif,51.93,1048.9,34.8,7.11,121.7,3.52,5.61
Haryana,Rohtak,Chickpea,Rabi,103.09,437.8,19.8,7.07,317.8,2.3,4.285
Uttar Pradesh,Kanpur,Cotton,Kharif,107.44,594.3,23.5,7.62,73.8,6.58,3.803
West Bengal,Burdwan,Sugarcane,Whole Year,66.39,1714.4,28.9,6.09,143.7,2.01,13.0
Uttar Pradesh,Agra,Soybean,Kharif,468.18,988.9,23.2,6.89,110.0,6.54,6.286
Madhya Pradesh,Jabalpur,Sugarcane,Whole Year,58.96,814.4,19.5,7.01,151.3,0.12,13.0
Odisha,Sambalpur,Barley,Rabi,80.75,777.1,29.8,6.26,124.2,4.14,6.029
Uttar Pradesh,Kanpur,Rice,Kharif,68.51,1028.9,22.4,6.98,152.5,2.77,9.75
Gujarat,Ahmedabad,Barley,Rabi,72.46,769.7,16.2,7.01,109.1,0.92,6.134
West Bengal,Nadia,Chickpea,Rabi,249.39,1755.1,23.8,5.48,123.7,1.62,4.493
Andhra Pradesh,Kurnool,Mustard,Rabi,95.83,1039.9,27.0,6.01,150.4,1.87,5.355
Punjab,Amritsar,Sugarcane,Whole Year,70.35,462.6,26.3,6.6,238.8,0.38,13.0
Punjab,Patiala,Barley,Rabi,250.58,674.6,22.1,7.41,235.5,2.17,7.642
Madhya Pradesh,Indore,Barley,Rabi,218.81,979.6,25.8,6.67,151.0,2.0,7.056
Punjab,Patiala,Wheat,Rabi,3.24,736.2,12.0,7.52,191.2,5.33,8.534
Punjab,Ludhiana,Rice,Kharif,139.07,590.9,23.7,6.84,212.3,2.72,9.347
West Bengal,Burdwan,Wheat,Rabi,160.91,1724.7,29.7,6.5,121.6,1.77,8.83
Madhya Pradesh,Bhopal,Rice,Kharif,57.66,762.0,34.4,7.21,166.7,6.26,9.335
Uttar Pradesh,Varanasi,Maize,Kharif,106.09,750.6,23.0,6.39,140.4,9.57,8.349
West Bengal,Murshidabad,Mustard,Rabi,81.13,1503.6,25.3,6.06,122.1,0.8,5.795
Madhya Pradesh,Indore,Cotton,Kharif,108.37,1122.0,34.9,6.31,141.9,4.87,5.606
Haryana,Karnal,Sugarcane,Whole Year,705.87,485.1,17.4,7.43,176.2,4.69,12.831
Maharashtra,Nashik,Cotton,Kharif,145.46,1019.3,22.8,6.89,103.3,4.72,5.138
Assam,Jorhat,Mustard,Rabi,15.72,2938.8,23.1,5.71,87.5,0.34,5.246
Karnataka,Mysuru,Maize,Kharif,245.26,662.1,30.3,7.11,93.7,3.3,6.632
Karnataka,Dharwad,Rice,Kharif,47.93,723.2,35.6,6.21,156.5,1.64,8.522
Tamil Nadu,Coimbatore,Wheat,Rabi,49.82,1174.2,29.5,6.85,157.5,4.53,9.31
Assam,Kamrup,Mustard,Rabi,79.22,2444.2,32.8,5.59,100.5,5.95,5.408
Andhra Pradesh,Kurnool,Barley,Rabi,55.42,922.7,29.7,7.38,194.0,4.38,7.291
Jharkhand,Ranchi,Wheat,Rabi,110.6,1313.6,25.8,6.22,114.7,3.16,8.261
Odisha,Puri,Chickpea,Rabi,309.08,1290.5,32.6,4.9,108.1,1.77,2.967
Andhra Pradesh,Kurnool,Groundnut,Kharif,46.19,935.7,28.4,7.33,122.3,7.01,6.169
Punjab,Ludhiana,Mustard,Rabi,57.11,719.6,26.2,8.06,170.0,4.28,4.72
Karnataka,Mysuru,Soybean,Kharif,4.43,544.3,25.1,5.81,135.9,0.2,3.886
Assam,Nagaon,Groundnut,Kharif,515.48,2542.6,22.0,5.58,85.4,0.42,6.529
Karnataka,Raichur,Soybean,Kharif,231.12,883.6,27.5,6.78,123.1,1.3,5.33
Karnataka,Raichur,Groundnut,Kharif,311.46,526.8,29.1,7.22,118.2,1.29,4.495
Maharashtra,Nagpur,Sugarcane,Whole Year,467.76,727.3,26.3,6.25,141.7,5.54,13.0
Madhya Pradesh,Jabalpur,Wheat,Rabi,255.98,521.8,21.7,5.74,75.2,1.7,5.269
Madhya Pradesh,Indore,Groundnut,Kharif,144.69,833.3,33.9,7.36,108.2,1.53,5.173
Karnataka,Raichur,Maize,Kharif,49.58,1258.3,28.7,6.01,114.7,11.25,9.357
Jharkhand,Dhanbad,Wheat,Rabi,106.16,1617.7,28.9,6.27,75.8,1.39,8.245
Tamil Nadu,Coimbatore,Mustard,Rabi,24.93,1159.8,36.7,6.63,120.2,1.44,4.757
Madhya Pradesh,Bhopal,Soybean,Kharif,141.78,771.0,27.2,6.99,107.4,5.51,5.262
Gujarat,Rajkot,Maize,Kharif,262.84,645.9,30.8,7.55,164.3,4.18,8.228
Assam,Nagaon,Barley,Rabi,151.68,2768.9,24.4,5.2,130.0,1.81,7.269
Jharkhand,Hazaribag,Maize,Kharif,156.07,1163.1,23.5,5.63,130.1,12.05,9.074
Tamil Nadu,Thanjavur,Rice,Kharif,52.68,938.1,30.9,6.5,126.5,4.57,9.031
Rajasthan,Jaipur,Chickpea,Rabi,529.83,204.7,20.2,7.73,81.2,1.67,2.492
Gujarat,Ahmedabad,Rice,Kharif,158.83,719.7,20.7,8.03,63.4,3.96,6.921
Bihar,Muzaffarpur,Wheat,Rabi,43.38,1243.4,34.6,6.44,151.2,7.74,8.857
Madhya Pradesh,Indore,Maize,Kharif,172.93,934.9,32.7,7.06,76.6,2.25,7.274
Tamil Nadu,Madurai,Mustard,Rabi,163.26,1127.9,26.3,6.97,187.7,3.08,6.182
Madhya Pradesh,Bhopal,Rice,Kharif,235.76,726.9,24.1,7.33,124.1,3.54,8.104
Punjab,Amritsar,Soybean,Kharif,123.8,700.8,16.6,7.45,221.1,14.32,5.859
Bihar,Patna,Wheat,Rabi,107.31,1175.5,18.5,6.67,169.2,5.36,9.687
Gujarat,Surat,Groundnut,Kharif,57.27,637.2,32.7,7.43,162.6,3.01,5.588
Maharashtra,Nashik,Maize,Kharif,72.49,1122.5,42.2,6.21,136.5,7.78,8.593
West Bengal,Nadia,Maize,Kharif,2.9,1097.0,30.6,5.48,164.2,5.06,9.777
Madhya Pradesh,Jabalpur,Sugarcane,Whole Year,102.94,1000.8,27.2,7.23,92.0,3.56,13.0
Uttar Pradesh,Varanasi,Rice,Kharif,95.33,885.1,19.6,7.53,169.0,1.63,9.401
West Bengal,Burdwan,Maize,Kharif,179.87,1887.8,30.5,6.73,137.7,3.93,10.17
Madhya Pradesh,Bhopal,Mustard,Rabi,14.47,816.9,28.9,6.99,122.3,2.83,4.698
Punjab,Amritsar,Groundnut,Kharif,363.25,673.9,32.9,6.99,220.9,4.21,6.762
Karnataka,Raichur,Groundnut,Kharif,426.76,964.3,28.1,6.92,139.8,3.07,6.352
Assam,Nagaon,Sugarcane,Whole Year,10.68,2564.3,19.0,6.27,87.8,0.31,13.0
Bihar,Muzaffarpur,Cotton,Kharif,434.48,1109.7,31.0,7.01,116.4,0.77,5.105
Jharkhand,Hazaribag,Barley,Rabi,235.02,1399.2,24.0,5.42,152.0,9.89,8.057
West Bengal,Murshidabad,Cotton,Kharif,73.07,1046.2,23.0,6.64,151.0,2.81,5.279
Maharashtra,Nagpur,Rice,Kharif,21.29,1273.5,21.4,6.68,120.3,12.65,9.988
Odisha,Sambalpur,Barley,Rabi,27.78,1215.2,33.2,5.39,83.4,1.04,5.853
Bihar,Gaya,Soybean,Kharif,83.91,845.1,25.1,6.97,128.7,1.26,5.172
Karnataka,Raichur,Soybean,Kharif,116.59,757.1,31.0,6.76,131.4,14.52,5.572
West Bengal,Nadia,Groundnut,Kharif,170.8,1362.7,35.0,6.01,179.5,6.94,7.443
Jharkhand,Hazaribag,Chickpea,Rabi,213.45,1503.4,28.8,4.27,163.6,2.87,4.364
Gujarat,Surat,Maize,Kharif,107.62,847.8,30.9,7.02,187.0,7.72,9.368
Punjab,Amritsar,Soybean,Kharif,52.23,791.4,31.1,8.09,193.6,2.82,6.001
Assam,Kamrup,Mustard,Rabi,40.38,1791.3,22.4,5.17,73.6,9.17,5.447
Rajasthan,Jaipur,Chickpea,Rabi,18.21,315.0,23.0,7.53,136.8,2.85,2.925
Odisha,Cuttack,Cotton,Kharif,177.8,1453.0,38.9,7.36,133.5,3.21,6.296
Punjab,Ludhiana,Cotton,Kharif,69.61,550.9,18.6,6.65,210.0,0.95,4.922
Jharkhand,Ranchi,Chickpea,Rabi,33.56,1236.3,35.0,5.68,20.0,3.18,2.579
Madhya Pradesh,Indore,Rice,Kharif,9.3,865.4,39.1,7.47,151.5,3.64,8.818
Bihar,Muzaffarpur,Sugarcane,Whole Year,65.28,847.1,28.5,6.35,98.9,1.43,13.0
Karnataka,Dharwad,Wheat,Rabi,95.53,909.9,23.4,6.29,115.3,5.66,8.201
Andhra Pradesh,Guntur,Wheat,Rabi,166.84,815.5,33.0,6.04,138.3,0.24,7.389
West Bengal,Nadia,Maize,Kharif,80.75,1488.3,26.1,5.2,117.0,1.22,9.507
Andhra Pradesh,Krishna,Wheat,Rabi,376.92,851.8,25.3,7.17,111.2,1.16,7.597
Maharashtra,Pune,Cotton,Kharif,16.45,1198.3,35.2,6.26,81.4,2.05,4.587
Rajasthan,Bikaner,Wheat,Rabi,36.04,224.9,20.3,7.69,122.9,1.12,5.762
Madhya Pradesh,Jabalpur,Barley,Rabi,278.2,636.2,28.1,7.94,104.4,4.91,5.624
West Bengal,Nadia,Maize,Kharif,57.39,1591.7,32.4,6.13,165.4,1.54,10.609
Karnataka,Mysuru,Chickpea,Rabi,563.42,769.5,25.7,7.54,119.3,3.24,3.54
West Bengal,Nadia,Wheat,Rabi,29.49,1613.8,29.3,6.28,167.2,3.07,10.133
Maharashtra,Pune,Soybean,Kharif,536.34,944.5,33.6,7.23,177.6,6.02,6.748
Uttar Pradesh,Varanasi,Groundnut,Kharif,17.27,971.5,30.0,7.05,196.6,0.36,6.271
West Bengal,Burdwan,Chickpea,Rabi,151.98,1929.1,30.4,6.24,132.6,0.38,4.217
Jharkhand,Dhanbad,Mustard,Rabi,31.17,951.6,23.5,6.25,51.8,15.92,4.074
Punjab,Ludhiana,Wheat,Rabi,129.77,452.1,28.1,7.37,217.3,1.51,8.352
Punjab,Amritsar,Mustard,Rabi,88.74,573.3,24.4,7.08,205.3,0.71,5.531
Rajasthan,Jodhpur,Mustard,Rabi,25.26,270.8,14.3,8.01,88.5,9.5,3.093
Maharashtra,Pune,Soybean,Kharif,213.66,1391.4,24.3,6.64,132.2,4.39,7.338
Tamil Nadu,Madurai,Chickpea,Rabi,208.96,1360.0,30.2,6.54,148.2,0.92,4.271
Karnataka,Dharwad,Groundnut,Kharif,655.41,897.0,30.6,6.63,192.5,2.65,6.527
Odisha,Sambalpur,Soybean,Kharif,8.56,1085.5,27.4,6.19,98.3,1.9,5.305
Rajasthan,Bikaner,Barley,Rabi,544.54,382.2,32.5,7.67,102.9,3.48,4.855
Uttar Pradesh,Varanasi,Sugarcane,Whole Year,347.99,1148.5,28.1,7.81,137.4,0.55,13.0
Maharashtra,Nashik,Cotton,Kharif,371.85,1251.0,29.1,6.95,219.3,1.29,6.213
Bihar,Muzaffarpur,Mustard,Rabi,78.41,1275.2,28.1,7.3,173.4,0.93,6.079
Rajasthan,Bikaner,Mustard,Rabi,305.85,313.4,29.1,8.09,97.6,3.77,3.23
Punjab,Ludhiana,Rice,Kharif,497.64,533.3,19.9,7.16,91.9,5.24,6.883
Jharkhand,Dhanbad,Barley,Rabi,3.35,989.0,22.8,5.67,133.6,0.62,6.704
Uttar Pradesh,Kanpur,Soybean,Kharif,65.07,832.1,27.6,6.55,116.4,0.13,5.045
Uttar Pradesh,Agra,Soybean,Kharif,309.64,846.1,24.9,7.02,156.0,3.11,5.883
Tamil Nadu,Madurai,Cotton,Kharif,143.97,1535.8,33.9,6.22,169.5,0.76,6.447
Andhra Pradesh,Kurnool,Wheat,Rabi,339.99,778.1,27.2,6.24,69.6,7.16,6.443
Odisha,Puri,Chickpea,Rabi,150.98,710.5,27.5,5.38,52.9,0.62,2.641
Andhra Pradesh,Guntur,Chickpea,Rabi,89.59,973.2,28.2,6.25,209.5,0.2,3.816
Bihar,Muzaffarpur,Maize,Kharif,26.05,937.8,30.7,6.17,86.3,0.41,7.407
Jharkhand,Ranchi,Barley,Rabi,9.27,1268.1,22.2,5.87,115.0,0.3,7.138
Bihar,Patna,Rice,Kharif,68.34,1158.9,32.6,7.33,138.9,2.21,9.536
Haryana,Karnal,Rice,Kharif,4.76,680.2,35.1,7.4,121.5,0.48,7.219
West Bengal,Murshidabad,Cotton,Kharif,21.7,1715.9,25.1,6.55,126.1,0.47,5.735
Maharashtra,Pune,Wheat,Rabi,171.3,1178.9,38.1,7.26,67.0,5.12,6.905
Tamil Nadu,Thanjavur,Sugarcane,Whole Year,12.36,1173.7,26.1,6.1,182.0,0.49,13.0
Andhra Pradesh,Krishna,Barley,Rabi,105.99,975.3,31.5,5.98,190.4,6.46,7.323
Madhya Pradesh,Indore,Rice,Kharif,327.49,1091.1,33.5,8.05,114.7,1.78,9.208
Bihar,Patna,Chickpea,Rabi,498.43,1280.7,18.7,7.33,87.3,4.39,4.227
Bihar,Gaya,Mustard,Rabi,174.07,763.4,31.4,6.99,174.1,1.02,4.93
West Bengal,Burdwan,Cotton,Kharif,3.28,1585.9,32.9,7.24,108.3,3.83,6.256
Odisha,Puri,Chickpea,Rabi,302.66,1182.8,30.1,6.92,87.0,0.44,3.09
Assam,Kamrup,Chickpea,Rabi,144.5,1934.8,26.3,5.93,93.0,1.67,3.865
Tamil Nadu,Madurai,Soybean,Kharif,38.93,984.0,29.4,6.19,144.1,15.29,6.277
Maharashtra,Pune,Maize,Kharif,129.43,502.4,20.2,6.6,125.4,6.87,6.48
Rajasthan,Jodhpur,Maize,Kharif,241.2,258.3,32.3,8.67,119.6,4.9,5.92
Assam,Jorhat,Barley,Rabi,318.43,2579.2,25.7,4.43,67.8,2.8,5.925
Maharashtra,Pune,Maize,Kharif,357.26,788.6,25.2,7.14,175.7,12.98,8.886
Andhra Pradesh,Krishna,Sugarcane,Whole Year,58.15,912.4,37.9,6.59,179.7,7.99,13.0
Rajasthan,Bikaner,Groundnut,Kharif,263.64,280.1,38.1,7.82,119.4,9.02,4.151
Madhya Pradesh,Jabalpur,Sugarcane,Whole Year,312.14,929.8,32.9,5.85,152.4,1.48,13.0
Gujarat,Ahmedabad,Mustard,Rabi,1219.31,690.2,18.4,7.48,110.8,2.1,4.173
Jharkhand,Ranchi,Groundnut,Kharif,215.58,862.5,18.0,4.99,163.8,0.22,5.046
Madhya Pradesh,Bhopal,Barley,Rabi,60.89,796.1,30.5,6.64,99.3,2.61,5.175
Karnataka,Dharwad,Rice,Kharif,48.39,789.4,33.0,7.15,130.6,0.36,7.985
Rajasthan,Bikaner,Groundnut,Kharif,32.12,377.3,17.0,8.24,154.3,0.66,4.104
Andhra Pradesh,Guntur,Cotton,Kharif,352.56,1093.3,32.0,7.34,143.3,3.48,5.537
Odisha,Puri,Cotton,Kharif,880.44,1137.6,26.6,5.3,151.2,1.38,5.98
Rajasthan,Bikaner,Mustard,Rabi,549.58,192.1,48.4,8.07,87.2,5.81,2.743
Assam,Kamrup,Chickpea,Rabi,4.88,2326.2,20.1,6.31,42.0,0.43,3.743
Haryana,Karnal,Mustard,Rabi,44.48,507.5,22.7,6.85,186.0,0.25,4.517
Haryana,Hisar,Mustard,Rabi,155.79,569.7,30.7,7.61,181.3,3.25,5.021
Gujarat,Ahmedabad,Sugarcane,Whole Year,309.99,514.1,31.2,7.47,181.6,2.74,13.0
Maharashtra,Nashik,Chickpea,Rabi,385.94,828.2,34.1,5.97,184.0,10.66,3.648
Maharashtra,Nagpur,Cotton,Kharif,14.76,1115.0,26.4,6.8,194.4,7.36,6.762
Karnataka,Dharwad,Soybean,Kharif,121.13,446.1,32.4,7.16,72.6,2.1,3.699
Odisha,Cuttack,Barley,Rabi,260.97,1513.9,29.6,5.78,100.8,3.91,6.826
Jharkhand,Hazaribag,Barley,Rabi,173.32,1429.5,23.4,6.87,67.8,0.1,6.377
Rajasthan,Jaipur,Chickpea,Rabi,10.46,399.1,21.0,7.78,50.9,3.1,2.451
Tamil Nadu,Madurai,Rice,Kharif,355.13,870.5,26.1,6.75,141.8,0.89,8.534
Madhya Pradesh,Jabalpur,Mustard,Rabi,263.03,627.7,24.4,7.31,136.5,0.25,3.909
Odisha,Cuttack,Wheat,Rabi,103.08,1175.0,30.7,6.77,32.4,2.57,6.288
Odisha,Sambalpur,Groundnut,Kharif,221.26,1708.4,26.7,5.3,20.0,1.55,5.388
Andhra Pradesh,Kurnool,Rice,Kharif,50.88,1046.4,25.1,6.29,106.9,0.25,8.675
Madhya Pradesh,Jabalpur,Rice,Kharif,167.58,1014.6,33.3,6.36,147.6,3.3,9.752
Tamil Nadu,Madurai,Wheat,Rabi,40.36,1167.9,29.2,6.58,141.0,1.34,8.595
Tamil Nadu,Thanjavur,Mustard,Rabi,567.66,1015.4,30.2,6.32,150.7,0.34,4.876
Haryana,Karnal,Wheat,Rabi,136.45,499.2,21.2,6.86,217.3,0.45,8.016
Tamil Nadu,Madurai,Maize,Kharif,488.46,1213.6,34.7,6.28,106.7,1.1,8.575
Karnataka,Mysuru,Groundnut,Kharif,13.95,690.6,18.9,7.5,195.5,6.23,5.949
Maharashtra,Pune,Barley,Rabi,334.12,837.9,26.4,6.02,170.6,9.45,7.069
Jharkhand,Ranchi,Maize,Kharif,227.3,1178.5,32.0,6.94,124.1,9.4,9.243
Jharkhand,Dhanbad,Barley,Rabi,29.73,1127.2,22.9,5.37,100.0,3.93,6.563
Maharashtra,Nashik,Groundnut,Kharif,750.67,844.0,35.4,6.13,114.2,3.63,5.351
Uttar Pradesh,Agra,Soybean,Kharif,79.67,909.4,25.0,6.91,156.6,3.5,6.136
Madhya Pradesh,Jabalpur,Mustard,Rabi,52.85,790.0,17.3,7.55,152.1,1.82,4.674
Rajasthan,Bikaner,Barley,Rabi,374.32,286.2,33.0,7.93,42.2,0.23,2.92
Jharkhand,Hazaribag,Mustard,Rabi,72.04,1037.8,21.4,5.96,106.8,6.85,5.211
Gujarat,Surat,Mustard,Rabi,80.58,751.6,29.7,7.45,238.8,2.5,5.979
Uttar Pradesh,Agra,Rice,Kharif,574.97,725.2,25.3,6.45,194.0,7.17,9.713
Madhya Pradesh,Indore,Barley,Rabi,226.47,787.3,34.2,7.34,143.2,0.65,5.668
Rajasthan,Bikaner,Chickpea,Rabi,172.47,403.9,36.8,7.19,154.3,1.29,2.854
Uttar Pradesh,Agra,Cotton,Kharif,90.19,833.0,33.3,7.53,176.3,0.42,5.342
Haryana,Hisar,Mustard,Rabi,53.07,486.3,23.0,7.76,170.7,4.16,5.152
Haryana,Karnal,Groundnut,Kharif,92.13,559.1,26.1,7.42,133.0,2.57,4.674
Assam,Kamrup,Chickpea,Rabi,120.03,1965.1,25.5,5.24,20.0,7.12,3.019
Tamil Nadu,Thanjavur,Soybean,Kharif,209.25,1477.0,31.5,6.26,109.4,1.04,6.191
Haryana,Karnal,Cotton,Kharif,60.11,633.7,28.0,7.74,167.2,0.1,4.937
Gujarat,Surat,Soybean,Kharif,25.65,427.1,25.4,7.51,156.0,9.25,4.584
Punjab,Ludhiana,Wheat,Rabi,23.44,509.0,15.6,7.78,232.3,0.13,8.366
Haryana,Karnal,Mustard,Rabi,337.56,491.4,28.3,7.85,196.8,3.9,5.242
Odisha,Puri,Sugarcane,Whole Year,280.95,1411.0,28.9,6.19,109.6,1.0,13.0
Bihar,Muzaffarpur,Rice,Kharif,391.46,1053.2,28.3,5.94,142.5,0.45,9.603
Assam,Nagaon,Cotton,Kharif,108.05,1926.3,23.0,4.54,104.1,1.66,4.623
Haryana,Rohtak,Wheat,Rabi,1016.12,522.7,30.3,7.01,227.8,6.51,8.508
Rajasthan,Bikaner,Mustard,Rabi,157.33,260.9,32.2,8.04,78.6,0.28,2.441
Tamil Nadu,Thanjavur,Mustard,Rabi,546.05,1094.1,34.7,6.53,148.8,1.17,5.243
Jharkhand,Dhanbad,Rice,Kharif,118.55,1627.3,20.7,5.24,119.6,6.2,10.568
Punjab,Patiala,Mustard,Rabi,94.76,778.5,18.7,7.24,179.9,1.12,5.298
Madhya Pradesh,Indore,Sugarcane,Whole Year,23.01,989.2,27.2,7.1,96.9,13.92,13.0
Maharashtra,Nagpur,Maize,Kharif,119.67,886.9,37.2,7.49,193.2,6.12,9.353
Jharkhand,Hazaribag,Rice,Kharif,88.0,1159.5,24.4,6.42,54.5,0.56,8.761
Odisha,Cuttack,Wheat,Rabi,71.31,1433.5,26.5,5.57,151.4,4.17,9.881
Jharkhand,Dhanbad,Wheat,Rabi,106.58,759.7,15.5,6.0,25.0,0.78,5.251
Maharashtra,Nagpur,Wheat,Rabi,55.1,970.4,30.7,6.51,102.5,0.56,7.029
Rajasthan,Jodhpur,Wheat,Rabi,334.61,406.6,27.0,7.08,74.7,1.47,5.577
Odisha,Puri,Groundnut,Kharif,431.66,1139.6,30.3,6.99,164.1,0.76,7.235
Bihar,Patna,Soybean,Kharif,607.57,852.5,19.6,6.43,177.7,4.69,6.31
Gujarat,Rajkot,Soybean,Kharif,110.25,711.6,30.5,7.37,161.9,2.06,5.205
West Bengal,Nadia,Maize,Kharif,74.85,1576.5,31.3,5.84,78.8,4.52,9.144
Rajasthan,Jodhpur,Cotton,Kharif,157.31,395.1,18.4,8.32,82.1,0.23,2.64
Maharashtra,Nashik,Groundnut,Kharif,49.47,1451.8,26.6,7.85,120.3,0.42,6.445
Gujarat,Rajkot,Cotton,Kharif,100.76,1008.2,29.4,6.91,199.1,1.25,6.173
Maharashtra,Nashik,Wheat,Rabi,111.99,1306.6,35.0,6.87,209.4,0.19,9.657
Tamil Nadu,Coimbatore,Chickpea,Rabi,33.25,1029.5,30.5,7.11,180.5,4.6,4.489
Haryana,Hisar,Cotton,Kharif,455.38,371.9,28.3,7.17,192.5,0.44,4.957
Odisha,Sambalpur,Soybean,Kharif,175.38,1229.1,30.0,5.19,126.0,0.31,5.915
Madhya Pradesh,Jabalpur,Soybean,Kharif,25.36,1025.9,24.7,7.31,148.7,0.53,5.985
Rajasthan,Jodhpur,Soybean,Kharif,219.88,166.6,37.8,7.89,115.6,4.45,3.045
Karnataka,Mysuru,Mustard,Rabi,166.21,772.7,28.5,6.86,67.0,3.21,3.713
Assam,Jorhat,Barley,Rabi,287.28,1814.2,27.4,5.71,51.8,3.85,6.4
Jharkhand,Hazaribag,Barley,Rabi,260.4,1091.1,19.6,5.39,86.6,5.87,6.564
Maharashtra,Pune,Mustard,Rabi,85.24,852.2,32.2,5.95,51.5,4.68,3.578
Assam,Jorhat,Mustard,Rabi,718.43,2775.2,27.4,5.08,89.1,2.55,4.922
Rajasthan,Bikaner,Wheat,Rabi,122.06,409.3,34.9,8.2,120.1,1.66,5.614
Maharashtra,Nashik,Sugarcane,Whole Year,8.15,1235.5,28.9,6.54,69.9,2.09,13.0
Odisha,Cuttack,Groundnut,Kharif,103.58,1755.7,27.8,6.25,134.7,1.17,7.746
Gujarat,Surat,Cotton,Kharif,66.23,585.3,39.7,7.95,145.5,1.34,4.233
West Bengal,Nadia,Sugarcane,Whole Year,49.77,1542.4,27.3,5.94,106.6,4.88,13.0
Haryana,Karnal,Rice,Kharif,7.17,566.0,27.9,7.23,220.9,4.8,9.052
Tamil Nadu,Madurai,Soybean,Kharif,28.15,1132.3,30.8,6.9,117.3,8.38,5.96
Rajasthan,Bikaner,Maize,Kharif,238.01,245.6,32.7,7.18,76.1,10.1,5.272
Tamil Nadu,Madurai,Wheat,Rabi,607.71,1075.2,28.8,6.73,170.1,1.34,9.005
Karnataka,Dharwad,Sugarcane,Whole Year,25.74,461.0,27.6,7.37,188.9,13.2,13.0
Tamil Nadu,Thanjavur,Sugarcane,Whole Year,198.04,784.8,29.5,6.05,176.3,9.0,13.0
Uttar Pradesh,Agra,Sugarcane,Whole Year,66.47,947.4,30.9,6.92,131.9,1.27,13.0
Uttar Pradesh,Kanpur,Barley,Rabi,156.43,776.0,28.7,7.33,102.1,3.15,5.756
Tamil Nadu,Madurai,Barley,Rabi,36.79,1375.9,28.9,6.38,83.2,1.53,6.1
Uttar Pradesh,Varanasi,Sugarcane,Whole Year,218.57,829.4,27.8,6.45,236.4,1.85,13.0
Madhya Pradesh,Bhopal,Chickpea,Rabi,144.51,906.2,36.6,6.49,165.7,6.8,3.069
Gujarat,Surat,Cotton,Kharif,238.91,613.4,30.9,7.26,119.4,2.79,4.457
Rajasthan,Bikaner,Cotton,Kharif,102.73,318.6,32.9,7.53,127.6,2.45,3.874
Tamil Nadu,Thanjavur,Rice,Kharif,302.87,1249.3,28.8,6.14,96.4,0.64,9.636
Bihar,Gaya,Rice,Kharif,247.35,810.7,26.7,6.75,169.0,14.41,9.082
West Bengal,Burdwan,Soybean,Kharif,186.23,1795.6,27.6,5.54,125.4,5.36,7.328
Punjab,Ludhiana,Groundnut,Kharif,307.6,745.3,24.6,7.56,200.8,2.34,6.44
West Bengal,Burdwan,Groundnut,Kharif,65.43,1579.5,21.4,6.56,143.9,0.3,6.652
Uttar Pradesh,Agra,Barley,Rabi,249.57,766.3,24.9,6.96,209.1,1.75,7.045
Gujarat,Ahmedabad,Wheat,Rabi,2.86,515.6,29.2,7.52,136.4,4.13,6.401
Punjab,Patiala,Soybean,Kharif,70.03,660.3,21.5,6.99,188.1,0.33,5.001
Odisha,Sambalpur,Groundnut,Kharif,85.22,1435.0,27.4,5.32,160.2,2.32,7.007
Tamil Nadu,Thanjavur,Maize,Kharif,277.74,930.0,33.3,6.05,177.5,0.94,8.961
Madhya Pradesh,Bhopal,Mustard,Rabi,411.96,846.1,33.8,7.55,107.0,9.1,3.983
Haryana,Hisar,Chickpea,Rabi,26.57,496.6,21.0,8.06,208.2,3.2,3.895
Odisha,Sambalpur,Cotton,Kharif,77.43,1987.2,28.8,6.3,178.3,1.12,6.784
Bihar,Muzaffarpur,Mustard,Rabi,135.07,1026.2,24.4,6.12,86.8,1.35,4.37
Karnataka,Raichur,Chickpea,Rabi,204.9,715.3,27.5,7.46,118.9,0.1,3.323
Uttar Pradesh,Agra,Chickpea,Rabi,47.39,781.4,27.1,7.75,187.3,6.45,3.517
Assam,Jorhat,Mustard,Rabi,58.6,2127.0,19.9,5.55,60.2,5.0,5.381
Maharashtra,Nagpur,Barley,Rabi,72.28,771.6,30.1,6.08,50.0,4.41,4.38
Gujarat,Ahmedabad,Groundnut,Kharif,89.16,574.5,29.5,7.34,104.9,0.22,4.801
Gujarat,Ahmedabad,Rice,Kharif,117.46,589.1,32.5,7.39,142.1,0.52,7.59
Karnataka,Dharwad,Groundnut,Kharif,188.16,917.8,29.7,6.12,150.2,1.12,6.304
Uttar Pradesh,Kanpur,Groundnut,Kharif,250.67,1118.7,26.9,7.09,102.4,2.06,5.935
Tamil Nadu,Thanjavur,Rice,Kharif,77.96,961.1,30.1,5.83,145.5,0.5,8.677
Punjab,Ludhiana,Mustard,Rabi,197.99,703.3,15.5,7.44,188.0,2.02,5.257
Punjab,Ludhiana,Cotton,Kharif,7.0,568.9,31.6,6.2,173.1,2.0,4.831
Jharkhand,Hazaribag,Sugarcane,Whole Year,22.03,1280.7,23.1,5.5,114.0,0.55,13.0
